months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,policy_bind_date_year,policy_bind_date_month,policy_bind_date_day,incident_date_year,incident_date_month,incident_date_day,policy_to_incident_days,combined_text,fraud_reported
229,43,791425,IN,250/500,2000,1585.54,0,463153,MALE,High School,not-in-family,42600,-44400,Vehicle Theft,Rear Collision,Minor Damage,,WV,3,1,NO,1,0,YES,4620,420,840,3360,2012,1997,6,18,2015,2,26,6462,reading 9322 rock hwy hillsdale volkswagen jetta,0
101,33,552788,IL,500/1000,1000,1313.64,0,438617,FEMALE,College,unmarried,12100,0,Parked Car,Rear Collision,Trivial Damage,,NY,3,1,YES,1,0,NO,4290,780,390,3120,1997,1991,9,3,2015,2,10,8561,7500 texas ridge hillsdale audi a3,0
230,42,175960,IN,100/300,1000,1023.11,0,476130,FEMALE,MD,own-child,0,-45300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,13,3,NO,1,2,YES,58850,10700,10700,37450,1999,2004,11,16,2015,2,6,3734,golf 1589 best ave northbend accura mdx,0
295,48,740019,OH,250/500,1000,1148.73,0,439787,FEMALE,College,wife,0,0,Parked Car,Rear Collision,Trivial Damage,,WV,6,1,NO,1,2,YES,5400,900,900,3600,1999,2009,6,17,2015,2,22,2076,kayaking 3998 flute st columbus saab 95,0
140,35,155912,OH,100/300,1000,1520.78,0,470538,FEMALE,High School,wife,0,-42900,Parked Car,Rear Collision,Trivial Damage,,SC,5,1,NO,0,2,YES,2860,520,260,2080,1997,2008,3,21,2015,1,21,2497,chess 3320 5th hwy columbus chevrolet tahoe,1
243,44,967713,IL,250/500,500,809.11,0,600208,MALE,JD,other-relative,33200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,4,3,NO,2,1,YES,51400,5140,10280,35980,1996,1997,12,25,2015,1,27,6242,polo 9352 washington ave springfield honda civic,0
78,24,910622,IN,100/300,500,1175.51,0,474792,MALE,Masters,husband,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,NY,20,1,NO,0,1,YES,7480,680,680,6120,2003,1992,3,22,2015,1,6,8325,yachting 3553 texas ave columbus dodge neon,0
253,46,247505,IL,100/300,500,1358.2,0,477636,FEMALE,MD,husband,52900,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,11,3,YES,0,0,NO,64570,5870,11740,46960,2001,2006,4,19,2015,2,14,3223,movie 4254 best ridge columbus jeep wrangler,0
297,47,272330,IN,250/500,500,1616.65,7000000,456363,MALE,MD,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,0,3,NO,0,3,YES,44400,5550,5550,33300,1999,2009,11,29,2015,1,16,1874,movie 1087 flute drive columbus jeep grand cherokee,0
479,60,698589,IL,500/1000,1000,1188.45,0,459295,FEMALE,MD,other-relative,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,9,2,NO,0,3,NO,53900,5390,10780,37730,2006,2002,11,28,2015,1,18,4434,camping 3275 pine st arlington saab 95,0
204,40,643226,OH,250/500,1000,1693.83,7000000,447976,MALE,High School,other-relative,44000,-20800,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,6,1,NO,1,0,NO,53400,5340,5340,42720,2003,1992,4,7,2015,1,9,8312,polo 9043 maple hwy northbrook honda crv,0
94,30,146138,IN,250/500,2000,1025.54,0,442632,FEMALE,High School,other-relative,0,-52600,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,19,1,NO,1,3,YES,64100,6410,6410,51280,2001,2002,3,1,2015,2,20,4739,paintball 1840 embaracadero ave arlington chevrolet malibu,0
431,54,485664,IN,500/1000,2000,1155.55,0,615901,FEMALE,MD,unmarried,65700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,4,3,NO,2,0,NO,62300,12460,6230,43610,2007,2002,11,25,2015,1,21,4440,3930 embaracadero st hillsdale jeep wrangler,0
258,41,605100,IL,100/300,500,1042.25,0,601206,MALE,Masters,unmarried,0,-44400,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,0,3,NO,2,3,NO,81240,6770,20310,54160,2008,2001,2,15,2015,2,8,5106,reading 2905 embaracadero drive riverwood mercedes c300,1
295,42,132902,OH,250/500,2000,1641.73,5000000,450149,MALE,PhD,not-in-family,62400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,16,3,NO,0,0,NO,59130,6570,6570,45990,2006,2007,4,24,2015,1,20,2828,sale chess 1269 flute drive riverwood ford escape,1
134,30,843227,OH,250/500,2000,1443.32,0,613287,FEMALE,PhD,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,19,3,NO,0,2,YES,47790,5310,5310,37170,1995,2007,9,28,2015,1,7,2658,dancing 9980 lincoln ave northbend suburu impreza,1
180,36,420948,IL,100/300,500,1272.46,0,456959,MALE,College,wife,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,7,3,YES,2,1,NO,69630,12660,6330,50640,1998,2015,1,3,2015,2,19,47,exercise 2352 sky drive northbrook toyota corolla,0
298,46,667021,OH,500/1000,1000,1138.42,6000000,477678,MALE,JD,own-child,36900,-55000,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,18,1,NO,2,3,YES,33550,3050,6100,24400,2005,2007,5,2,2015,2,16,2847,dancing 5277 texas lane arlington volkswagen passat,0
65,29,133889,OH,250/500,2000,1441.6,5000000,472223,FEMALE,MD,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,21,3,YES,0,0,NO,62900,6290,12580,44030,1998,2004,6,14,2015,1,12,3864,sale kayaking 2253 maple ave columbus jeep grand cherokee,0
272,43,509928,OH,100/300,1000,1279.13,0,615226,MALE,PhD,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,5,3,NO,1,2,YES,81070,7370,14740,58960,2006,1995,7,25,2015,2,6,7136,3172 tree ridge springfield audi a3,1
415,52,794731,IN,250/500,1000,973.5,0,468634,MALE,PhD,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,15,2,YES,1,3,YES,51090,7860,7860,35370,2003,2015,2,22,2015,2,2,-20,polo 9918 andromedia drive arlington toyota highlander,0
392,50,556415,OH,100/300,2000,1108.97,0,431496,FEMALE,PhD,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,4,1,NO,2,2,YES,108030,16620,16620,74790,2002,1991,8,22,2015,1,14,8546,exercise 1248 mlk ridge springfield saab 92x,0
123,28,137675,IL,100/300,2000,1836.02,0,470559,MALE,Masters,own-child,38000,-41200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,5,1,NO,2,1,YES,79800,13300,6650,59850,2011,2012,12,3,2015,1,1,759,movie 4335 1st st riverwood volkswagen passat,1
69,24,807369,IN,500/1000,500,1418.5,0,614948,FEMALE,High School,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,23,3,NO,0,0,NO,63300,12660,6330,44310,2012,1992,6,19,2015,2,4,8265,yachting 6443 washington ridge springfield dodge ram,0
149,37,990493,IL,500/1000,500,1415.68,0,603381,MALE,PhD,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,WV,17,1,YES,0,1,YES,64800,10800,5400,48600,1999,1991,1,13,2015,2,12,8796,yachting 3540 maple st hillsdale audi a3,0
274,45,589094,IN,250/500,1000,1353.53,0,451467,FEMALE,JD,unmarried,54700,-47900,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,13,1,YES,0,0,NO,58500,11700,0,46800,1995,2003,5,27,2015,1,14,4250,2900 sky drive columbus accura mdx,1
238,43,444035,OH,250/500,1000,1524.45,4000000,607458,MALE,High School,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NC,21,4,NO,0,0,NO,42700,4270,4270,34160,1995,1996,5,11,2015,2,16,6855,chess 3397 5th ave hillsdale saab 92x,1
58,23,520179,OH,500/1000,2000,1471.44,5000000,446657,MALE,High School,own-child,57500,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,8,1,NO,2,1,NO,50380,4580,9160,36640,2007,1992,5,29,2015,1,20,8271,reading 6110 rock ridge riverwood chevrolet tahoe,1
80,26,488597,IL,100/300,1000,1343.0,0,443625,MALE,Masters,other-relative,64600,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,12,1,NO,0,0,NO,90400,9040,9040,72320,1995,2001,5,8,2015,1,3,4988,camping 5455 oak hwy arlington bmw 3 series,0
222,42,922565,IL,250/500,500,1124.6,0,612904,MALE,Associate,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,23,3,YES,0,0,NO,51740,11940,7960,31840,2006,1999,5,23,2015,1,30,5731,hiking 4985 sky lane arlington jeep wrangler,0
451,61,533941,IN,250/500,2000,1618.65,2000000,475407,FEMALE,Associate,unmarried,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,3,3,YES,2,1,YES,78100,15620,7810,54670,1997,1998,6,18,2015,2,4,6075,polo 2651 mlk lane columbus chevrolet tahoe,1
227,38,279422,OH,500/1000,500,976.67,0,471600,FEMALE,PhD,unmarried,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,16,1,NO,1,2,NO,72200,14440,7220,50540,2013,2013,10,27,2015,1,21,451,polo 6530 weaver ave northbrook bmw m5,1
290,42,135400,IN,500/1000,500,989.97,0,462519,MALE,Masters,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,10,1,NO,0,1,NO,48000,4800,9600,33600,2013,2014,1,20,2015,1,20,365,kayaking 3618 sky ave hillsdale saab 95,0
264,41,424862,OH,100/300,500,1411.3,0,474801,MALE,PhD,unmarried,55600,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,4,1,NO,1,0,NO,60390,10980,5490,43920,2004,2002,10,16,2015,2,8,4498,4158 washington lane northbrook bmw m5,1
214,36,831479,IL,100/300,2000,987.42,7000000,461418,FEMALE,Associate,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,17,3,NO,0,3,NO,47080,4280,8560,34240,2006,2000,6,4,2015,1,31,5354,kayaking 3592 mlk ridge springfield saab 93,0
165,33,760179,OH,100/300,1000,1427.14,0,446895,FEMALE,Associate,other-relative,35300,-58100,Parked Car,Rear Collision,Minor Damage,Police,WV,3,1,NO,1,1,NO,2970,330,330,2310,2008,2007,3,25,2015,2,15,2884,kayaking 1028 sky lane northbend toyota highlander,0
322,49,130156,IL,250/500,2000,1277.12,0,431853,FEMALE,PhD,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,18,1,NO,0,2,YES,42240,7680,7680,26880,2007,2001,9,24,2015,1,19,4865,kayaking 6731 andromedia hwy hillsdale chevrolet malibu,0
134,29,687698,OH,100/300,2000,1413.14,5000000,430632,FEMALE,PhD,own-child,35100,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,7,3,NO,2,3,NO,34650,7700,3850,23100,2007,2000,9,6,2015,2,22,5282,sale  7121 francis lane columbus dodge ram,0
145,37,794534,OH,250/500,2000,1434.27,0,457234,FEMALE,Associate,unmarried,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,VA,13,1,NO,2,3,NO,55110,5010,10020,40080,2002,1991,12,14,2015,1,4,8422,sleeping 2950 mlk ave arlington nissan maximum,0
109,29,488464,OH,100/300,2000,1007.28,6000000,457727,FEMALE,High School,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,17,3,NO,1,3,YES,91080,16560,16560,57960,1995,2006,10,1,2015,2,21,3065,movie 1833 solo ave riverwood jeep wrangler,0
212,42,636550,IL,100/300,500,1315.68,0,600983,MALE,PhD,wife,0,-39300,Single Vehicle Collision,Rear Collision,Total Loss,Other,NC,14,1,NO,2,1,NO,42300,4700,4700,32900,1996,2011,7,25,2015,1,5,1260,camping 3066 francis ave hillsdale saab 92x,0
370,55,285496,IL,100/300,2000,972.18,0,443920,MALE,High School,other-relative,72700,-68200,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,20,3,NO,0,0,YES,71520,17880,5960,47680,2000,1994,5,27,2015,1,11,7534,paintball 2526 embaracadero ave hillsdale suburu forrestor,1
257,43,553565,IN,500/1000,2000,929.7,6000000,618632,FEMALE,PhD,husband,46400,-74300,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,12,1,NO,2,2,YES,63240,10540,5270,47430,2005,1999,2,18,2015,1,14,5809,3834 pine st arlington mercedes e400,0
257,40,463237,IN,100/300,2000,1306.0,0,610381,MALE,Associate,husband,46100,-46900,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,3,3,YES,2,1,NO,50050,7700,3850,38500,2008,2000,2,9,2015,2,21,5491,9856 apache st columbus ford fusion,1
256,41,227811,IL,250/500,2000,1415.74,6000000,608117,FEMALE,PhD,unmarried,48900,-62400,Single Vehicle Collision,Front Collision,Major Damage,Police,OH,5,1,NO,1,2,NO,63400,6340,6340,50720,2014,1990,5,25,2015,1,10,8996,6956 maple drive arlington chevrolet tahoe,1
210,38,950880,IN,250/500,500,999.52,0,615229,MALE,JD,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,VA,6,1,NO,1,2,NO,8640,1440,720,6480,2008,1998,12,19,2015,1,13,5869,golf 7240 5th ridge springfield accura tl,0
290,45,219028,OH,100/300,1000,1311.3,0,451550,FEMALE,Associate,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,23,3,YES,0,0,YES,52650,5850,5850,40950,2001,1991,7,18,2015,1,10,8577,chess 1353 washington st hillsdale ford f150,1
70,29,963285,IN,100/300,1000,1425.79,0,604147,FEMALE,MD,other-relative,62400,-52300,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NC,12,1,NO,0,3,NO,69360,11560,11560,46240,2009,2006,12,9,2015,1,4,2948,1275 4th ridge riverwood dodge ram,0
199,41,657045,OH,250/500,1000,895.83,0,452597,FEMALE,Associate,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,10,1,NO,1,2,NO,30100,3010,0,27090,1999,1995,12,4,2015,2,11,7009,sale paintball 2324 texas ridge arlington chevrolet malibu,0
204,40,540152,IL,100/300,500,1256.2,0,448310,FEMALE,JD,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,10,3,YES,1,2,YES,41700,8340,8340,25020,2013,1991,1,27,2015,1,7,8746,sale hiking 5363 weaver lane northbend saab 95,0
106,30,790442,OH,250/500,500,538.17,0,433782,FEMALE,PhD,own-child,49700,-60200,Single Vehicle Collision,Rear Collision,Total Loss,Other,NC,23,1,NO,2,2,NO,51120,5680,5680,39760,2005,2003,4,13,2015,2,10,4321,reading 6660 mlk drive arlington mercedes e400,0
70,27,714784,IN,250/500,1000,1008.79,4000000,466691,FEMALE,Masters,own-child,46000,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,19,1,NO,2,3,NO,4400,0,550,3850,2000,2004,7,16,2015,1,13,3833,7816 mlk lane columbus toyota camry,0
70,26,558938,OH,500/1000,1000,1199.44,5000000,619884,MALE,College,own-child,63600,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,0,3,NO,1,2,YES,52110,5790,5790,40530,2012,2005,6,8,2015,2,22,3546,hiking 5074 3rd st riverwood nissan maximum,0
282,46,502634,OH,100/300,2000,1558.86,0,450800,MALE,MD,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,2,1,NO,2,2,NO,69400,13880,6940,48580,2012,1991,8,17,2015,2,17,8585,dancing 7954 tree ridge springfield bmw m5,0
342,53,110408,IN,100/300,1000,1028.44,0,602304,FEMALE,College,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,12,1,NO,0,0,NO,80960,14720,7360,58880,2000,2005,11,14,2015,1,26,3360,dancing 8618 texas lane springfield accura mdx,0
130,34,153298,OH,100/300,500,990.11,0,442666,MALE,Masters,other-relative,0,-41200,Parked Car,Rear Collision,Trivial Damage,,NY,8,1,NO,1,3,YES,5830,1060,1060,3710,2015,2009,3,23,2015,1,10,2119,sale kayaking 8872 oak ridge riverwood dodge ram,0
246,44,996850,OH,100/300,1000,1397.0,0,614521,MALE,High School,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,6,1,NO,1,0,NO,61740,6860,6860,48020,1997,1995,3,8,2015,1,3,7241,reading 7705 lincoln drive arlington accura mdx,0
195,36,842618,IN,100/300,2000,1346.18,0,611852,FEMALE,Associate,wife,57800,-53300,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,14,3,YES,2,3,YES,68970,12540,6270,50160,2007,2001,11,6,2015,2,25,4859,camping 3797 solo lane hillsdale chevrolet tahoe,0
264,44,976645,IL,100/300,500,1047.06,6000000,443402,MALE,College,wife,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,20,3,NO,0,2,NO,69850,12700,6350,50800,1999,2010,2,28,2015,2,13,1811,sleeping 9325 lincoln drive springfield ford fusion,0
163,38,413192,IN,500/1000,2000,1453.92,0,607605,FEMALE,PhD,other-relative,51700,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,13,1,YES,2,3,NO,79500,15900,7950,55650,1995,1997,10,2,2015,2,21,6351,yachting 3900 texas st hillsdale accura mdx,0
254,39,332867,IN,100/300,500,1362.87,0,458364,FEMALE,MD,other-relative,35700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,6,3,YES,2,2,NO,82320,13720,6860,61740,1995,1993,12,13,2015,2,22,7741,chess 1218 sky hwy arlington dodge neon,1
96,26,658002,OH,250/500,2000,1509.04,0,611723,FEMALE,Associate,husband,10000,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,9,1,YES,2,3,NO,78320,7120,14240,56960,2007,2005,10,21,2015,2,23,3412,1832 elm hwy riverwood saab 92x,0
120,28,434507,IL,250/500,1000,1281.27,0,447442,FEMALE,PhD,not-in-family,68900,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,9,3,NO,0,3,NO,65500,6550,6550,52400,2010,2009,2,6,2015,1,7,2161,golf 7709 rock lane springfield bmw x5,0
235,40,682754,IL,500/1000,500,1398.94,0,613399,MALE,College,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,11,1,NO,1,2,NO,68300,6830,13660,47810,2003,1995,10,9,2015,1,24,7047,4107 mlk ridge riverwood suburu forrestor,0
303,50,411477,OH,100/300,500,793.15,0,620869,MALE,MD,own-child,54600,-45500,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,17,3,NO,0,3,NO,81960,13660,13660,54640,2008,2001,12,25,2015,1,14,4768,3925 sky st hillsdale dodge neon,0
33,33,758740,IL,500/1000,1000,1096.79,6000000,446898,FEMALE,Associate,unmarried,45500,-60600,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,16,1,NO,2,1,NO,81400,8140,8140,65120,1998,1997,8,4,2015,1,7,6365,dancing 8926 texas ridge springfield bmw m5,0
128,35,469966,IN,500/1000,500,1366.6,0,620493,FEMALE,MD,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,10,3,NO,2,1,NO,88220,16040,16040,56140,2008,2004,7,22,2015,1,1,3815,kayaking 8667 weaver lane columbus chevrolet malibu,0
194,34,573572,IL,100/300,500,1429.96,0,463307,FEMALE,JD,husband,67800,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,11,3,NO,1,2,YES,57200,11440,5720,40040,2005,1991,6,16,2015,1,12,8611,9633 4th st northbend toyota camry,0
146,36,792673,OH,500/1000,2000,1233.96,0,606177,FEMALE,Masters,other-relative,34500,-60600,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,16,3,NO,1,1,NO,55900,5590,5590,44720,2015,2013,4,12,2015,2,5,664,golf 3457 texas lane hillsdale nissan ultima,0
253,41,261315,OH,100/300,2000,1312.75,0,471453,FEMALE,PhD,other-relative,81300,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,10,3,NO,2,2,YES,80740,7340,14680,58720,2014,2013,4,10,2015,1,1,631,sale dancing 4671 5th ridge springfield toyota camry,1
131,29,811042,IN,250/500,1000,978.27,0,479821,FEMALE,Associate,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,5,1,NO,1,3,NO,76400,15280,7640,53480,2003,2013,7,4,2015,2,3,579,sale paintball 2725 britain ridge hillsdale suburu forrestor,0
180,38,644081,OH,250/500,2000,1301.13,0,476685,FEMALE,College,not-in-family,41300,-55500,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,12,1,NO,0,2,YES,46200,4200,8400,33600,2003,1998,12,28,2015,1,15,5862,6851 3rd drive springfield dodge neon,1
2,28,184938,IL,250/500,1000,1340.56,0,433184,FEMALE,JD,not-in-family,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,19,1,YES,0,2,YES,58140,6460,6460,45220,2008,1999,5,22,2015,1,17,5719,golf 9020 elm ave northbend saab 92x,0
252,46,932097,IN,100/300,1000,1242.02,0,601961,MALE,Masters,wife,0,-28800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,17,1,YES,0,2,YES,74900,14980,7490,52430,2003,2005,9,6,2015,2,8,3442,dancing 6390 apache st hillsdale jeep grand cherokee,0
453,60,149367,IN,100/300,500,1298.91,6000000,459504,MALE,PhD,unmarried,52600,-38800,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,0,1,YES,0,0,NO,70000,14000,7000,49000,2015,2003,3,18,2015,1,6,4312,dancing 7253 mlk st springfield ford f150,1
85,25,159768,IN,250/500,500,1259.02,0,439534,FEMALE,JD,unmarried,67000,-53600,Parked Car,Rear Collision,Trivial Damage,,SC,8,1,NO,2,2,NO,5640,940,940,3760,2005,2008,9,3,2015,2,16,2357,7529 solo ridge northbend nissan ultima,0
174,33,179538,IN,250/500,2000,1124.43,0,477346,FEMALE,College,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,14,3,YES,0,1,YES,44200,8840,4420,30940,1995,2014,4,7,2015,1,16,284,paintball 1916 elm st northbrook saab 93,0
19,29,789208,OH,250/500,500,1304.35,0,617267,MALE,JD,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,6,3,NO,0,2,NO,75400,11600,11600,52200,2005,2002,10,12,2015,2,8,4502,2289 weaver ridge columbus dodge neon,1
83,24,265093,IN,500/1000,1000,1070.63,0,462106,FEMALE,High School,unmarried,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,0,3,NO,0,1,NO,61600,6160,12320,43120,2003,2006,1,1,2015,2,20,3337,9224 sky drive arlington honda crv,0
285,43,171254,OH,100/300,2000,1512.58,0,452496,FEMALE,College,other-relative,47600,0,Vehicle Theft,Rear Collision,Minor Damage,Police,SC,7,1,NO,1,1,NO,2520,280,280,1960,1997,1994,11,7,2015,1,13,7372,sale paintball 8718 apache lane arlington bmw 3 series,0
165,32,428230,IN,500/1000,500,1399.26,0,611586,FEMALE,High School,own-child,70500,0,Parked Car,Rear Collision,Minor Damage,Police,PA,9,1,NO,2,0,NO,3960,330,660,2970,1998,2012,6,4,2015,2,8,979,exercise 1240 tree lane northbrook bmw m5,0
211,35,682387,OH,100/300,2000,1221.22,0,451586,MALE,Masters,other-relative,76000,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,2,1,YES,0,1,NO,52030,9460,4730,37840,2008,1998,3,8,2015,1,21,6163,camping 6408 weaver ridge northbend mercedes e400,0
31,36,679370,IL,500/1000,2000,1318.24,9000000,601748,FEMALE,College,not-in-family,0,-78600,Parked Car,Rear Collision,Trivial Damage,,WV,9,1,NO,0,1,YES,4700,940,470,3290,2002,1999,8,15,2015,1,30,5647,kayaking 5540 sky st arlington dodge neon,0
390,51,143626,OH,250/500,2000,1124.38,0,618316,MALE,Associate,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,,VA,9,1,YES,1,1,YES,7080,1180,1180,4720,2001,1999,9,29,2015,2,24,5627,reading 4574 britain hwy northbrook ford f150,0
215,37,761189,IN,100/300,500,1632.93,0,614417,FEMALE,College,not-in-family,0,-42900,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,7,3,NO,2,0,YES,57120,9520,4760,42840,2002,2002,12,28,2015,2,23,4440,golf 7923 elm ave riverwood mercedes c300,0
446,61,338070,IN,500/1000,1000,1037.32,0,438837,FEMALE,High School,wife,0,-15700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,1,3,NO,2,1,NO,80880,6740,13480,60660,2005,2006,1,25,2015,1,30,3292,skydiving 5341 5th ave hillsdale nissan ultima,0
219,43,731450,IN,100/300,1000,1483.25,0,465100,FEMALE,MD,not-in-family,90700,-20800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,3,3,NO,1,1,NO,70680,5890,11780,53010,2009,2010,12,29,2015,2,9,1503,exercise 1135 solo lane riverwood ford fusion,0
120,34,312940,IN,500/1000,1000,1056.71,0,464630,FEMALE,JD,not-in-family,77900,0,Parked Car,Rear Collision,Minor Damage,,VA,3,1,NO,2,1,NO,3770,580,580,2610,2002,2001,10,27,2015,1,20,4833,paintball 3805 lincoln hwy columbus jeep grand cherokee,0
27,32,327856,OH,100/300,500,1008.38,0,472803,FEMALE,PhD,other-relative,37900,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,11,1,NO,1,0,NO,61500,12300,6150,43050,2013,2014,8,27,2015,2,1,158,yachting 4239 weaver ave arlington dodge neon,0
265,45,985924,OH,250/500,500,972.5,0,469895,FEMALE,College,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,,NC,3,1,NO,2,3,NO,3190,290,580,2320,1995,1998,10,28,2015,1,19,5927,6957 weaver drive springfield ford escape,0
8,21,355085,IN,500/1000,500,1021.9,0,464237,MALE,High School,husband,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,21,1,NO,0,0,NO,91260,14040,14040,63180,2012,2012,10,9,2015,2,5,849,hiking 6117 4th ave columbus toyota corolla,0
94,32,307195,IN,500/1000,1000,1414.74,0,464691,FEMALE,Masters,own-child,0,0,Parked Car,Rear Collision,Minor Damage,,VA,19,1,NO,1,3,NO,2400,300,300,1800,2014,1995,10,18,2015,2,22,7067,hiking 5418 britain ave riverwood chevrolet silverado,0
231,43,203250,IN,100/300,2000,1331.69,0,469653,FEMALE,Masters,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,12,1,NO,1,2,NO,66950,10300,10300,46350,2015,2010,4,22,2015,2,18,1763,reading 6428 andromedia lane northbend chevrolet malibu,0
440,61,212674,OH,250/500,500,1050.76,0,467942,MALE,PhD,wife,41500,-70200,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,21,1,NO,2,3,NO,53640,5960,5960,41720,2004,1992,9,1,2015,1,26,8182,movie 8821 elm st riverwood nissan maximum,1
